,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms
418,0.513,0.75,-8.576,0.0561,0.03,3.83e-05,0.367,0.727,117.137,3CJCruoMmAI4FJnsLqxwCb,188960
419,0.4,0.576,-12.06,0.029,2.47e-05,0.901,0.0962,0.586,131.789,7j8NiarJOyJ8tGIXtk6V5L,243027
420,0.436,0.288,-10.726,0.0315,0.746,0.00208,0.098,0.268,117.482,3ghXwIS6cr3P5InauKlqFy,311840
421,0.419,0.388,-13.236,0.0333,0.419,0.698,0.945,0.306,95.058,0BFfobI8cW3yot70tbx4o4,308907
422,0.308,0.974,-4.207,0.078,0.0282,0.0697,0.283,0.214,126.199,2ubqQVBTjD4RNEmxmqq6qV,158747
423,0.387,0.442,-7.086,0.0352,0.19,0.0,0.0788,0.382,169.481,7lWF2mVr1KKbVnaT2nSlPo,185600
424,0.764,0.642,-14.089,0.0436,0.136,0.42,0.231,0.705,95.232,5xA1mq2MUzqcyLnLqxLUy9,241493
425,0.368,0.966,-8.126,0.058,0.0521,0.00505,0.271,0.755,169.446,3xe6nFCaXDggp42Tg8lXJr,180520
426,0.718,0.555,-10.252,0.0391,0.448,3.91e-06,0.13,0.864,118.315,5jlMUIKtb1nr8QOo6EWmxp,161173
427,0.628,0.95,-4.673,0.0445,0.0012,1.92e-06,0.0911,0.732,129.978,0IjHD8QGnfkdJzbm8RIleE,197453
428,0.695,0.653,-4.478,0.0301,0.116,0.000216,0.161,0.545,110.007,4DvfGBOSlrzC9QeGEeQGxv,246413
429,0.512,0.468,-9.645,0.0407,0.776,0.861,0.103,0.322,90.015,2JRdjB3hdY3sZFsqZVGMOV,282215
430,0.441,0.447,-11.925,0.0338,0.273,0.0293,0.0971,0.0582,171.987,7aO9iAL7sBTI5gBDjVsXXN,260807
431,0.652,0.877,-2.986,0.0465,0.0227,0.0,0.0789,0.486,118.491,5T7ZFtCcOgkpjxcuaeZbw0,200107
432,0.376,0.767,-4.677,0.0383,0.00511,0.00514,0.397,0.457,105.434,28Cx6nqCqQGw87ABx5TQyh,296293
433,0.259,0.958,-18.757,0.548,0.491,0.5,0.863,0.0275,81.348,22tS9AjlnHxhR5F3Db9jn9,41400
434,0.856,0.918,-7.362,0.0669,0.0115,0.000923,0.186,0.768,132.064,6p3O7VodldrAoQPfHQOyOY,352987
435,0.456,0.751,-10.526,0.11,0.106,0.358,0.363,0.256,102.981,0aWtm4AMNA51dRd1aaZd6O,330600
436,0.596,0.581,-10.532,0.0365,0.23,0.107,0.142,0.248,123.213,3w3qWhplVQcO5aGU6Ipdhq,322169
437,0.81,0.857,-6.359,0.0687,0.0586,0.184,0.091,0.951,124.721,17X1N312fbA6SLklRwIM8Z,190693
438,0.711,0.752,-4.66,0.0769,0.0728,0.809,0.0093,0.932,100.045,5BKPKY6XgkQE65VpM5VEai,306640
439,0.627,0.856,-4.727,0.0442,0.0596,0.0,0.37,0.78,145.009,67tasguLElvxPOZXkwcAIF,184987
440,0.557,0.825,-4.352,0.0454,0.252,0.0,0.056,0.302,107.942,5wUelMLa7AhNEnAq1o3rax,230067
441,0.689,0.754,-5.372,0.248,0.432,0.0,0.11,0.963,82.037,7cyAy4Rj6LoFlarSgcfGZT,194040
442,0.575,0.399,-15.716,0.0369,0.0815,0.07,0.16,0.759,87.894,0gaLaYhnjDwlbCMCIPYBhT,230994
443,0.786,0.826,-7.86,0.0821,0.125,0.809,0.0714,0.958,123.997,14LJMEwKlWjcvdHRF704MN,299520
444,0.847,0.782,-8.484,0.289,0.0236,3.27e-05,0.137,0.68,124.477,5I8ghxbZfzOoMTyLe4xM82,312140
445,0.428,0.957,-3.201,0.0565,6.53e-06,0.0213,0.0503,0.467,144.086,4QrvwbiPaOMqoayUJ1razT,255627
446,0.59,0.877,-4.299,0.0694,0.0805,2.65e-05,0.341,0.527,160.027,69CDsup7hfmoiCjMt9lFNq,237680
447,0.644,0.395,-15.291,0.0338,0.978,0.529,0.289,0.749,127.006,4hf4tcEZy6LIh83wksUgWn,197120
448,0.682,0.617,-11.277,0.171,0.00913,0.00704,0.326,0.407,153.951,7fB9uv7lgfOO7ELLgg287x,294294
449,0.517,0.129,-22.93,0.0362,0.906,0.00777,0.121,0.511,104.562,2gDPe8PE5re1hcxHGxMz7A,155240
450,0.295,0.56,-12.467,0.0765,0.351,1.5e-06,0.0725,0.477,92.776,1u4QNRkxEC8aQB23Q53Zf1,236507
451,0.49,0.921,-3.373,0.437,0.288,0.0,0.482,0.497,150.514,57pOLYHz6mt5aMkOXa2Gis,237733
452,0.583,0.761,-4.432,0.0337,0.644,0.0,0.0799,0.352,111.99,0D0BxbFjIHfpFSmyuR666F,160773
453,0.588,0.846,-3.706,0.0234,0.0412,0.0,0.121,0.147,100.025,0GLeLePxVt6A2TX0mFCQVV,293507
454,0.355,0.478,-8.323,0.0335,0.569,2.9e-06,0.194,0.269,102.971,6jsvHrnb4TFp9X4Samx3jD,266920
455,0.496,0.697,-6.171,0.0375,4.39e-05,7.56e-05,0.322,0.625,122.005,1y6RHAGVT3kzrBK5ESQqxI,191440
456,0.358,0.778,-5.898,0.385,0.0197,0.0,0.369,0.701,79.262,7oCLtoDN1boP660Nctg6tx,221240
457,0.83,0.662,-8.423,0.345,0.402,8.15e-06,0.199,0.749,86.694,1OJuT3dnR8m0zUJDSVDb4q,288467
458,0.666,0.358,-11.29,0.0287,0.602,1.79e-06,0.228,0.215,108.54,63mbe0urBXqtCP6ZXm4wPK,262067
459,0.332,0.902,-4.451,0.053,0.000391,0.0,0.0908,0.483,106.026,5KjgV54YbDmvQYU1MdOV2d,73920
460,0.583,0.528,-7.627,0.223,0.0105,1.25e-05,0.422,0.159,77.251,4vGnEwtDmD8fYdcuLCXm99,292910
461,0.0698,0.0388,-26.917,0.0398,0.955,0.707,0.117,0.0356,76.385,1o30rWczbaUuYvgoMzbPgw,248360
462,0.755,0.666,-9.875,0.169,0.514,0.0278,0.0985,0.289,128.06,68nL1RQJ1DUOuIGPRKB84C,322987
463,0.68,0.79,-4.891,0.0863,0.019,0.0,0.271,0.504,120.019,41gjI27Qe5vzMHrLI7PpSS,296040
464,0.331,0.0934,-21.874,0.0353,0.932,0.0602,0.165,0.746,97.693,1qthEp1mPxGsWHuoDp5a5v,129200
465,0.279,0.951,-4.758,0.154,0.000153,0.287,0.0774,0.642,134.022,5HJoVsMt7i9BNKXLFiXZxn,285693
466,0.865,0.568,-5.112,0.24,0.0206,0.0,0.186,0.882,90.986,6wqWfSOZvTK18SAczoYm1L,280309
467,0.816,0.492,-14.824,0.208,0.178,0.971,0.2,0.461,91.16,18ajLTAVZrjqP2ATW00yol,38667
468,0.286,0.996,-4.055,0.153,0.000175,0.46,0.151,0.0663,108.744,02TnbyTjofMSpDAa1ywHKH,174107
469,0.577,0.514,-8.787,0.345,0.294,0.0,0.671,0.419,129.522,5YwewdqOOG0OPhALYN1gSZ,270707
470,0.598,0.438,-10.738,0.0403,0.986,0.204,0.16,0.924,90.178,6tjCbeqyNneACgVxgL1cBB,178587
471,0.602,0.428,-16.335,0.0391,0.127,0.588,0.139,0.0478,110.141,1PDflzOoX3JrWvwl72F99M,304101
472,0.685,0.409,-14.748,0.0423,0.164,0.645,0.261,0.576,118.616,0h5qIPYWketnyX1H4pTmYB,275533
473,0.83,0.699,-5.815,0.079,0.304,0.0,0.119,0.847,123.024,07idyjb93qYavu1s29HtBi,177624
474,0.706,0.525,-7.472,0.204,0.0192,9.78e-05,0.112,0.0773,140.142,375YEKrb4JSu03HPzwOFfJ,260760
475,0.812,0.701,-11.994,0.0364,0.148,0.011,0.0857,0.856,110.221,1qMr3hBQPpGQxjN08V8iUF,472613
476,0.603,0.783,-5.305,0.0294,0.0954,0.0,0.349,0.605,91.981,2Xwhz02rYpgihXht13EQzx,183081
477,0.555,0.561,-5.663,0.0362,0.532,3.98e-06,0.25,0.202,82.148,3a1Ne9jua4vYRn87QCDvbf,218507
478,0.675,0.407,-9.958,0.578,0.971,0.000682,0.087,0.893,96.844,4Y9oGqWoJRbNPhWbuzQ0Yo,152093
479,0.49,0.724,-9.581,0.0366,0.00976,0.0046,0.159,0.292,125.812,4qgZs0RNjdzKAS22lP0QjY,337506
480,0.241,0.764,-15.974,0.906,0.0251,0.556,0.613,0.173,145.974,2091CYXH2IM8jQouEwDH5T,30107
481,0.365,0.837,-9.518,0.0673,0.00277,0.153,0.286,0.317,134.812,45VEg3kmEojWVUhXcFqz42,234120
482,0.475,0.383,-14.202,0.0375,0.362,0.749,0.0728,0.524,114.709,5XNpdKmlLJPUbwKQceX2tW,408480
483,0.924,0.597,-7.905,0.128,0.034,0.008,0.053,0.628,104.403,48KALFLzftd07elfliWHEQ,282600
484,0.665,0.676,-7.729,0.0483,0.221,0.00262,0.307,0.337,74.992,17o3Qbyq6UUwGzTsNYmb61,259960
485,0.486,0.926,-3.864,0.0932,0.00301,0.0,0.0473,0.551,139.985,5FYRDy9dLVi2uTa8httrVk,260173
486,0.48,0.888,-3.223,0.104,0.00956,0.0,0.128,0.545,170.088,6BpKpSxLc9Wm0Ed1oi3Tz8,330307
487,0.235,0.424,-10.385,0.0553,0.666,0.244,0.0902,0.0972,62.381,77pMhOrKRyZX4FGiGSbprH,4337534
488,0.618,0.71,-6.066,0.331,0.407,0.0,0.183,0.233,112.014,5BQrp63SHCVf4bzCzJePne,249450
489,0.266,0.981,-5.046,0.12,2.01e-05,0.32,0.792,0.223,173.648,3nqEVyGurbdRj9qIzFduq5,239937
490,0.419,0.516,-7.134,0.0536,0.293,0.0,0.182,0.196,91.83,1zljkY9zPTbUj1LLsSyB0r,199040
491,0.599,0.517,-6.761,0.108,0.364,0.0,0.12,0.595,134.495,0Si4bhVbzTJCiRbcTsxTj5,314907
492,0.448,0.709,-4.756,0.0342,0.0256,0.0,0.305,0.699,122.771,5yEtkT0wy4o8zthUAJvkn2,209067
493,0.195,0.136,-16.701,0.0348,0.961,0.844,0.381,0.0674,97.532,10hLOrfTbzAQ7OEYN0kBkg,838773
494,0.675,0.751,-3.539,0.0296,0.0604,0.0,0.0893,0.612,118.384,7y9iMe8SOB6z3NoHE2OfXl,181279
495,0.646,0.774,-4.146,0.0357,0.0109,0.0,0.0833,0.634,80.96,2x63x3L0Z8feYx0Rj4yEfc,191653
496,0.662,0.918,-5.011,0.0475,0.0186,0.0,0.546,0.348,122.019,1E6fngSyNcZYpJFsNPm8e4,227493
497,0.0785,0.196,-20.026,0.0416,0.902,0.957,0.0664,0.032,81.191,5vpIknqvBAu3UUmZtImOOx,455110
498,0.339,0.682,-12.544,0.0565,0.832,0.985,0.176,0.0371,175.039,1BDIdmAzXrtFnlpFJ3LX7r,535587
499,0.962,0.86,-5.664,0.107,0.00443,0.806,0.422,0.498,126.993,6FVycALlYW6gmKWI5nAd9D,322679
500,0.622,0.732,-6.265,0.0517,0.214,0.00102,0.181,0.65,91.426,29nPrQsJHMWPSB6lmHODf0,187267
501,0.431,0.395,-13.653,0.0749,0.404,6.26e-06,0.465,0.479,117.496,0AiYrTrpGLnMfIpYUMbymr,438600
502,0.342,0.78,-6.237,0.0395,0.00472,0.000139,0.0813,0.311,81.943,4WHTQs5n5OBnY3ZBGQuGuB,386707
503,0.644,0.265,-16.104,0.115,0.3,0.946,0.195,0.524,130.15,2k1rXNOFIKz81R1TvQVmZR,108200
504,0.845,0.821,-7.61,0.461,0.127,6.24e-05,0.129,0.343,146.059,5ADUsbRpET5SVijmqjyBuo,199701
505,0.715,0.71,-8.872,0.0296,0.0506,0.858,0.157,0.917,119.943,4h9gp8ZVp18NoVJPJhzyew,302974
506,0.445,0.95,-6.018,0.0535,0.358,0.00161,0.101,0.886,176.775,6NN1Zk7jLkFcFhwjMWe9mN,241653
507,0.56,0.687,-6.285,0.033,0.104,0.0,0.107,0.18,109.964,6rENDtivS1C4j2k3nLQLgG,245613
508,0.301,0.025,-26.107,0.0419,0.937,1.7e-05,0.107,0.498,63.172,7wrRr5zkGgqxrj7xBBEdS3,95573
509,0.574,0.329,-6.829,0.0274,0.22,0.0,0.0986,0.356,130.993,2afCBiru10AFckfOa49wIa,237933
510,0.435,0.959,-3.96,0.0494,0.000125,6.35e-05,0.358,0.454,164.033,6Ig6F5lbmjtHvwAT5kFJhj,232213
511,0.521,0.221,-14.35,0.0413,0.982,0.71,0.0835,0.505,76.422,3SCGwF9VEdPmfODsxWExDS,201024
512,0.597,0.754,-4.947,0.0335,0.0118,0.0,0.0994,0.443,137.996,3w9JsvpiblsTyikAN9mvar,200853
513,0.853,0.693,-6.87,0.275,0.0239,0.0,0.11,0.662,95.967,4X5f3vT8MRuXF68pfjNte5,233787
514,0.721,0.805,-5.049,0.0473,0.0193,0.000107,0.342,0.711,120.009,0AJhcuRl3i1FfPNr88ZScv,215693
515,0.47,0.698,-5.87,0.0432,0.214,0.0,0.102,0.66,127.817,0XXW74fazb3RA0xt5D8ebk,287667
516,0.586,0.925,-4.897,0.0786,0.00131,1.36e-05,0.0915,0.843,160.055,2Vi7eHXKUVxV2nAklksjeU,197973
517,0.578,0.4,-10.871,0.0278,0.329,1.09e-05,0.0941,0.411,121.975,2EXT8QTGnLv4cuI8g994b4,215333
518,0.797,0.665,-4.798,0.0349,0.222,0.00227,0.109,0.668,100.016,6KKrvC1c4RE4JCPtg5yRCs,266187
519,0.599,0.565,-9.342,0.391,0.359,0.0,0.136,0.553,154.303,7HCUoPOADBwDHsIHUaQ6ts,305211
520,0.406,0.871,-6.948,0.0528,0.00026,0.00204,0.0581,0.231,100.025,6vQ3AfmSypvKqdCGzU7eZc,282320
521,0.564,0.547,-11.107,0.0302,0.0711,0.861,0.114,0.297,132.935,4XxbBFfKlXY2E5PN3dHAfz,256707
522,0.899,0.496,-4.691,0.33,0.136,0.0,0.139,0.145,127.046,2TdZdeKIDMqi1B3139W4Wb,227044
523,0.516,0.675,-11.38,0.0425,0.0245,0.00165,0.099,0.572,117.358,2lBNfMX7ySjnyoZrIWcCDU,219827
524,0.719,0.785,-2.956,0.0942,0.0705,0.05,0.0936,0.525,86.003,70ZYfiHS7MufqpizzGusjb,233933
525,0.779,0.91,-3.422,0.0423,0.0814,0.000115,0.0666,0.661,91.025,7hDXp1xU9PGPSXsdt63J91,191920
526,0.709,0.6,-10.406,0.0681,0.602,2.44e-05,0.412,0.523,123.448,3q2aoMgDImGcrRLMk0Uwzu,225093
527,0.607,0.847,-5.494,0.0421,0.000299,0.000195,0.0975,0.532,125.952,4n9gEoSn4fq2XvCHiSeft4,240000
528,0.624,0.737,-6.063,0.233,0.0193,0.0,0.333,0.513,77.016,2N9TMZc0vo4P95jMFKkacv,297670
529,0.651,0.835,-4.311,0.0649,0.0262,0.00685,0.056,0.692,98.411,6ZKz5a59ymjOoRCaZhjtQo,164880
530,0.719,0.712,-7.173,0.0764,0.00494,0.806,0.141,0.145,125.437,4ftfnryuTPdsuyCiAZAcx8,436180
531,0.417,0.778,-9.056,0.0391,0.146,0.0,0.986,0.338,99.831,6O9tZdjb9TneFWsqT8KCYW,351029
532,0.449,0.837,-4.863,0.0778,0.0326,0.000137,0.0824,0.658,91.873,7rJNGVqrdwHkB21jeLQglJ,200080
533,0.313,0.989,-3.09,0.0842,9.48e-05,0.0,0.299,0.295,166.017,1QtvDi82sv4kJGvy5zMgHa,221747
534,0.451,0.96,-2.264,0.0512,0.001,0.224,0.143,0.511,134.041,4dm6DswVRQUkiTiCaZgVg1,196291
535,0.404,0.488,-7.102,0.0412,0.379,0.0,0.18,0.227,135.837,7d2ibCAjPOwFidU9dh7FoG,248373
536,0.537,0.199,-18.726,0.0287,0.861,0.0259,0.334,0.229,94.634,4MLPCRYNhDIKcRjzS54ceu,257366
537,0.515,0.714,-4.516,0.0348,0.286,0.0,0.118,0.495,155.954,6nIE1oCE4udqMGv3bqVNVb,188547
538,0.435,0.694,-6.685,0.323,0.000122,0.0,0.322,0.0847,174.766,6EOS1prcuGtjQxBScl90KO,222600
539,0.705,0.806,-3.607,0.0309,0.0132,0.00428,0.0701,0.734,103.383,0u8ekDfiPVBsju2LBLvDvI,256947
540,0.769,0.65,-4.721,0.0627,0.00894,0.0,0.102,0.76,116.878,5UDtSzPORahbBKa6co5bsN,171653
541,0.144,0.0763,-18.786,0.0433,0.925,0.797,0.129,0.0325,78.738,7xF09Ls3Ls1RGPnKoWgrO7,277082
542,0.688,0.823,-6.993,0.228,0.00157,0.00185,0.19,0.192,153.942,64UDNUf9N49gSOOkQ2Yzlv,259177
543,0.704,0.734,-4.775,0.0314,0.555,0.000657,0.174,0.762,109.077,5FItCEqoPWFb1JKXQYkSI7,162800
544,0.506,0.541,-7.952,0.0402,0.275,6.51e-06,0.07,0.756,94.049,0ILFNgoGHNelJYEIj1dBY4,214506
545,0.318,0.992,-7.119,0.106,0.000278,0.201,0.113,0.1,130.407,11OTu4Xu6Lbn3KC5DpII38,320560
546,0.618,0.595,-4.625,0.0705,0.18,1.01e-06,0.0951,0.694,87.772,0xYEe4uMCmh7KwBNV6qoGx,227227
547,0.402,0.728,-6.232,0.264,0.111,0.0,0.967,0.577,202.158,3DpHXRYUDWXKyYcteJPqrh,243840
548,0.34,0.913,-2.922,0.0409,2.22e-05,0.0,0.433,0.592,152.11,1zwUMcWr7nDDPmAnLCWsnE,277840
549,0.547,0.626,-6.244,0.208,0.00572,0.0,0.313,0.346,101.971,4qYLPta5HZ36idWiXtqh7B,199867
550,0.645,0.78,-5.165,0.0319,0.218,0.0,0.0919,0.372,120.008,1dQQ2QlnvXUehsRUrukKmf,200400
551,0.264,0.738,-4.768,0.0929,0.0131,0.00361,0.12,0.547,181.322,0KnBZlxvRvtY1ItcaIyn7U,260773
552,0.588,0.698,-4.824,0.0507,0.0321,0.0,0.176,0.323,114.874,2Ie9eahtnfKDIswYy6WgkX,243960
553,0.821,0.262,-12.645,0.0403,0.986,0.0945,0.105,0.776,111.354,3unl0IHnlTvmuMLaiGDVde,165265
554,0.624,0.226,-15.521,0.0626,0.139,0.825,0.103,0.339,143.76,6Lir76tRt8TAzUcTTFD2rY,73733
555,0.483,0.914,-5.837,0.071,0.000304,0.0032,0.117,0.187,113.533,5eCOLjsaC6E9NtKnyBZrXb,374307
556,0.711,0.325,-15.837,0.197,0.211,0.865,0.359,0.339,166.616,3ZMXtkFKzfZD3yMo1mKrxZ,95933
557,0.81,0.83,-7.922,0.0742,0.0168,0.0214,0.0384,0.86,98.086,5GL39qyohI3TwjSAITNR20,234800
558,0.66,0.795,-5.045,0.0608,0.0254,0.0,0.186,0.488,124.041,2HZ0hUxPBJvjILRVHrNzKE,221151
559,0.484,0.924,-5.848,0.0666,0.00171,0.000692,0.268,0.175,133.657,4iXRlalnVTbjhGNY3s6hXb,254320
560,0.507,0.607,-11.241,0.0814,0.00135,0.00161,0.0937,0.606,137.477,0ArBNCqvaTOl7o53iKUz99,312667
561,0.625,0.937,-9.254,0.0736,0.0213,0.739,0.0698,0.744,127.219,5WNBM3LK69HzSHOuiof0sB,192813
562,0.63,0.805,-5.79,0.0251,0.0133,4.19e-06,0.373,0.598,124.954,0ExEFkWUT9neRuFcXZe7Sx,198000
563,0.775,0.825,-5.402,0.0464,0.0506,1.03e-06,0.111,0.95,139.091,6gj08XDlv9Duc2fPOxUmVD,182667
564,0.505,0.697,-5.479,0.0406,0.254,0.0,0.158,0.208,96.938,4vTsOYAocjaslUONkx2YS3,194904
565,0.722,0.632,-5.455,0.0412,0.0808,1.47e-06,0.072,0.644,85.991,1cgddIKE5L4bBpGNMtp65C,255977
566,0.483,0.491,-5.041,0.0582,0.203,0.0,0.106,0.787,95.237,5lOK3NCvbvgK6cohyTTQ4Z,216280
567,0.904,0.756,-3.746,0.32,0.0692,0.0,0.339,0.342,140.005,28FGV3ORH14MYORd7s5dlU,288087
568,0.331,0.75,-5.202,0.0436,6.86e-05,1.21e-06,0.0945,0.26,185.97,2le5xHvcWF8PDp608d4L8D,187627
569,0.485,0.327,-9.454,0.0522,0.566,2.91e-06,0.979,0.569,110.719,71tiXcByBLtP7d32bgaSDT,201533
570,0.633,0.682,-10.438,0.0317,0.38,0.621,0.197,0.819,137.852,7HCDmtRcsyMxSl7OSMEJhd,195707
571,0.397,0.903,-3.493,0.0943,0.00258,0.0,0.102,0.501,166.865,4lw2PwlgeQVyNRmm3aeX6X,232267
572,0.576,0.432,-9.388,0.027,0.884,0.00161,0.131,0.375,139.953,1aurVXnZ2NFa28REx8qCMO,255293
573,0.822,0.653,-5.495,0.112,0.21,0.000712,0.0433,0.687,88.957,3nenus1phfZrVUeKJxsiDE,210160
574,0.447,0.912,-8.081,0.137,0.0207,0.19,0.131,0.262,126.103,3YnJJhSe1cZJtOmhW7bYX1,613800
575,0.2,0.91,-9.313,0.211,0.00114,0.000923,0.205,0.378,181.302,1aLCe6ioFMmpVZNzhXJ27N,236387
576,0.886,0.734,-4.431,0.0752,0.0294,1.29e-05,0.304,0.25,109.981,1aSjgqYklzgdzOXSXLrWSn,180973
577,0.523,0.939,-3.311,0.0454,0.000754,0.0,0.0406,0.788,160.019,2pFEbA6GdNxBOMn9Egvowm,174360
578,0.5,0.955,-4.424,0.0687,0.0008,0.13,0.346,0.557,93.554,7LQ1aHUAcw6wFo7OKOLWXf,206827
579,0.807,0.887,-3.726,0.0503,0.0573,2.87e-06,0.124,0.961,134.052,5jE48hhRu8E6zBDPRSkEq7,187920
580,0.488,0.841,-5.829,0.097,0.0316,0.0,0.107,0.365,143.815,5oX3nujmD03IvRuMuhdYBl,207960
581,0.37,0.857,-7.93,0.0516,0.00232,0.000225,0.138,0.45,81.203,7dbNC7CvnkAxrMOFDwdqn8,319373
582,0.433,0.405,-14.222,0.0441,0.922,0.531,0.164,0.614,119.973,47fpny04ETHAvsbCGn1ggl,166664
583,0.75,0.79,-7.755,0.0365,0.00499,0.00481,0.0348,0.973,117.105,0hvYLMVOc9UbYWa5HdEuAc,270559
584,0.212,0.0734,-19.839,0.038,0.921,0.766,0.101,0.0492,121.245,7qBdLnaOLZq3mwsuTkR3QI,802027
585,0.557,0.875,-4.697,0.0479,0.0366,0.803,0.199,0.493,127.986,0OOUGVrlvron9bOHZBX9Bo,193600
586,0.782,0.481,-6.684,0.0315,0.0386,0.000702,0.0364,0.728,88.011,3VEdbkjqe2gX2kwmFiWPTS,301000
587,0.473,0.821,-4.79,0.0366,0.011,0.0,0.302,0.0961,116.961,0z6Z977GoogybFMD8HZUNU,270320
588,0.737,0.839,-6.141,0.0359,0.299,0.0,0.0799,0.936,95.004,0IMbtrRMBMIHoQv6IbiExr,231733
589,0.582,0.519,-6.954,0.169,0.0533,0.0,0.161,0.453,171.958,3nomMSRbIRpAfIZLf3jOqS,226413
590,0.295,0.975,-3.158,0.207,0.0382,0.000169,0.989,0.308,175.057,6QTxUTXEAfT6POMAK4mzbc,258720
591,0.382,0.963,-3.135,0.0749,1.91e-05,0.00035,0.227,0.303,139.957,3c3q31fc21s5HQ1cocoraZ,299067
592,0.758,0.878,-6.592,0.0515,0.0284,0.711,0.0377,0.754,111.981,0LLdY2xKS6hGksatZI0puI,286640
593,0.521,0.575,-4.847,0.0374,0.0993,0.0,0.306,0.471,116.742,3L3HRHCi6CmKmUrAJj1sa0,182827
594,0.288,0.963,-6.756,0.156,4.75e-06,0.00189,0.0688,0.388,159.327,41vvAoDrepZ5Z5tLGFNXhd,201387
595,0.336,0.515,-8.404,0.0438,0.447,0.0,0.338,0.27,185.454,2Xd6Dy0x0MkfcGQ7Sqdkqi,198493
596,0.461,0.772,-3.98,0.375,0.282,0.0,0.178,0.414,167.018,1o0kWPueYo94LIjPYOE5Nf,372113
597,0.633,0.545,-8.713,0.463,0.0579,0.000686,0.122,0.344,64.615,7K5VBMOsf19j7N2yNe7de1,796733
598,0.562,0.247,-12.131,0.0444,0.945,0.0167,0.11,0.558,109.979,5TKPckoJ1VPBlSwmd7ba6Q,180667
599,0.63,0.881,-3.506,0.0433,0.000467,0.0,0.0405,0.54,121.468,4lxaurdMyGkt1tOrdwRoVO,157653
600,0.72,0.471,-15.851,0.137,0.165,0.947,0.156,0.475,78.658,6hcZVaHjpGWjSf7eSwXDc3,53373
601,0.286,0.979,-3.662,0.199,0.000488,0.0,0.0906,0.065,171.976,79FNOfVwINNQgeLBKWWC7l,244907
602,0.0879,0.135,-19.361,0.0385,0.965,0.889,0.228,0.0353,85.257,6s0M6NqA9YIWnsRPMKRsi3,223003
603,0.304,0.73,-7.213,0.0443,0.0144,0.00213,0.135,0.934,176.702,2HFczeynfKGiM9KF2z2K7K,258267
604,0.563,0.833,-10.272,0.0928,0.00702,1.81e-05,0.116,0.755,145.981,2RTh08Hn9LenLQAGuS30dI,243360
605,0.493,0.353,-11.877,0.0411,0.509,0.0,0.0591,0.541,185.989,2QOjux0Ge6ebeCkDOS5lf6,306667
606,0.751,0.591,-6.026,0.07,0.00626,0.0,0.142,0.792,155.543,2koorIBAoIG18yBvfhyLJu,233587
607,0.656,0.757,-8.689,0.0404,0.046,0.000421,0.336,0.744,132.87,7n3FNbyntwNm2prYiDNJzQ,283027
608,0.675,0.338,-15.47,0.0365,0.611,0.0,0.352,0.336,111.78,5qaCOcPZW36ymI61qMgbYx,156133
609,0.551,0.865,-5.005,0.0399,0.00585,0.0,0.14,0.244,112.486,5GhYfK0jevTEtXOaqCKCxw,240453
610,0.472,0.823,-5.338,0.052,0.000221,4.14e-06,0.956,0.75,106.029,0H6nt7KPxRmHXr94H9o0MG,240093
611,0.687,0.527,-7.574,0.0312,0.759,0.0,0.172,0.917,91.989,2R0AlOiSqFFoiaLE0PXBGM,175853
612,0.531,0.893,-4.704,0.0937,0.0179,3.51e-05,0.241,0.639,167.926,3wFG6poIp755wf0KnSpLM2,368693
613,0.362,0.915,-7.778,0.053,8.15e-06,0.183,0.115,0.477,127.875,2go36DWmfIf55vnFoWjgFq,365040
614,0.455,0.26,-10.172,0.0525,0.769,6.61e-05,0.972,0.318,141.924,0fNujumIrk3ZPqi6992oqp,156827
615,0.519,0.842,-4.808,0.039,0.261,0.0,0.218,0.441,106.06,2rQBc9gO6Bu1AyKIo5fNgI,194813
616,0.646,0.838,-6.097,0.036,0.00493,0.0335,0.102,0.668,120.003,4fWSVV87HvggV24DegAuP8,502493
617,0.798,0.602,-12.921,0.0379,0.222,0.784,0.296,0.446,120.522,2HJ8ogPEUy8TQfl8nnnHJy,199840
618,0.67,0.856,-7.058,0.267,0.0105,0.0734,0.0351,0.684,146.754,6Om9TAFc7uPlOb1pa0pQP0,204920
619,0.805,0.969,-4.134,0.144,0.083,0.0,0.356,0.906,118.945,00OabnGsZcFleumGjmVk0T,220427
620,0.622,0.875,-3.362,0.03,0.0082,0.0,0.0985,0.665,98.065,6b3l1EXE0V77sTu9MmsxKh,239187
621,0.532,0.942,-6.25,0.0746,0.00352,0.105,0.0644,0.271,137.98,0UmVafnqmo2QdUeMKJbOKx,522520
622,0.597,0.532,-16.706,0.0896,0.555,0.881,0.099,0.516,120.715,5itgxaAbSDMglU6T6h2AQj,98200
623,0.758,0.741,-6.486,0.303,0.0609,0.0,0.277,0.521,91.079,60D068e8jMuQUGc4SedFPw,300667
624,0.9,0.488,-6.371,0.274,0.0315,0.0,0.101,0.676,83.498,1xUQwXDDKW79z7GRUt2vMW,173683
625,0.48,0.221,-12.905,0.0345,0.876,0.00192,0.084,0.121,139.398,64wty1zrgoRjg6jNaF3NLm,222707
626,0.701,0.538,-5.192,0.0544,0.00914,0.000136,0.159,0.364,78.882,4SHnaK714oySe0CvREZvfS,272800
627,0.234,0.989,-3.208,0.0626,5.88e-05,0.269,0.321,0.445,100.276,0CnvKL7HJnYKaB9QoLumzb,248199
