,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms
207,0.613,0.858,-7.691,0.0661,0.0219,0.279,0.137,0.786,180.046,6dJiHQBaDFTxtnQK5xHdCb,398720
208,0.434,0.883,-4.463,0.0585,0.00116,0.0123,0.145,0.649,121.942,29q8hze4L3LrsSVgDnFsyq,198995
209,0.684,0.416,-12.967,0.0536,0.462,0.0,0.384,0.738,142.385,1uuqRaSJAiQ6VB8BWblXWJ,160138
210,0.735,0.514,-12.18,0.141,0.0205,0.0,0.0316,0.817,128.865,0NlA0b2RNynMGZoxZm8hSq,221693
211,0.665,0.621,-5.614,0.0422,0.239,0.0,0.211,0.658,89.991,5t22aMwqzk7XbLf5k7pbE8,190301
212,0.674,0.752,-4.073,0.333,0.552,0.0,0.787,0.236,145.076,1Wsbr1d2BouNGk2q92mIj7,130293
213,0.575,0.0986,-23.553,0.0529,0.988,0.807,0.0654,0.681,115.847,136nrlVOkv2TcXA3BMmL3g,99040
214,0.474,0.975,-3.167,0.16,5.35e-05,1.84e-05,0.0796,0.335,130.082,5kzooTHhiBEQdMdMILWEyj,266400
215,0.689,0.564,-6.226,0.136,0.187,0.0,0.0721,0.123,185.023,1Ser4X0TKttOvo8bgdytTP,212947
216,0.655,0.179,-6.903,0.0722,0.976,0.0,0.105,0.758,140.687,20r94xA0bsYNLtYSiOE6r3,38333
217,0.137,0.956,-3.702,0.0615,5.76e-06,0.538,0.206,0.322,81.534,6Bnz9TFqrY5yczTbOIPxIO,279053
218,0.616,0.828,-6.336,0.226,0.214,0.0,0.325,0.83,102.088,6tRC7K7hw7fHRQTsvCJ9tj,241000
219,0.7,0.444,-12.148,0.038,0.927,0.00743,0.101,0.73,81.875,35JZ9OXbmDyl4EGmerOsRW,161692
220,0.716,0.6,-6.856,0.0316,0.286,0.143,0.0751,0.832,72.988,0p9iqSDlyW42vgLI6X3CFN,267733
221,0.562,0.811,-8.273,0.0599,0.129,4.17e-06,0.0675,0.706,95.54,3cEAItvikSiDnFu6K9fWUK,317013
222,0.757,0.708,-5.351,0.0331,0.234,8.85e-05,0.103,0.805,119.95,3cJN8nuJ2Yh9T1bCffsVio,231787
223,0.554,0.696,-5.189,0.0388,0.113,0.0,0.067,0.646,80.999,2Hh5bVMx6OXwnDTExj1qdW,276133
224,0.189,0.713,-9.488,0.0541,0.0473,0.19,0.93,0.498,147.566,3c8u6bcL4Z2ro0oD0JFoLc,500560
225,0.378,0.985,-4.414,0.0999,0.0535,1.22e-06,0.103,0.183,122.083,5BeuJi9DqF1oCqKCwxGAX9,159427
226,0.434,0.653,-6.969,0.0324,0.693,0.0421,0.177,0.625,105.09,3QHA3SBpz2SDEpI1HuMT0e,300347
227,0.756,0.374,-7.966,0.741,0.594,0.0,0.217,0.966,80.326,5CGS4UovzA7ftCJkLVXQju,44827
228,0.408,0.376,-15.446,0.0436,0.125,0.808,0.293,0.849,174.417,79z58hlG0nseYuJBoB1TMi,73867
229,0.695,0.806,-3.248,0.0638,0.0239,0.0,0.0971,0.353,92.968,4Qo0Ijy8lD53X7Ox4gKLNq,219787
230,0.696,0.543,-6.164,0.0489,0.308,0.0,0.0939,0.479,107.969,0VhgEqMTNZwYL1ARDLLNCX,246880
231,0.598,0.684,-7.825,0.0606,0.727,0.0,0.236,0.627,152.051,58d5jiRyH5p7acB8AWNOkf,348760
232,0.538,0.253,-16.223,0.0675,0.983,0.131,0.111,0.643,106.358,6rF80yRbtpT8whM17D1sWf,149824
233,0.164,0.105,-22.153,0.0425,0.962,0.897,0.217,0.0312,73.494,3FZ7zfIKqDA7Ggdh8YSzli,245271
234,0.412,0.673,-13.479,0.0918,0.735,0.000342,0.972,0.622,162.752,48fvhEbrXEw75lhdXDFh0A,281937
235,0.521,0.775,-3.846,0.0535,0.127,0.0,0.0874,0.61,172.115,0qyxMz6eHkMTzxSUDJG4lf,164013
236,0.781,0.842,-5.334,0.0403,0.102,0.0,0.0657,0.71,120.054,02wM7ucmUu1MRanSIZfgv7,219787
237,0.489,0.878,-3.36,0.368,0.351,0.0,0.698,0.775,81.497,1eLU27PPFxBhbp1CBjPh9J,372173
238,0.391,0.229,-12.766,0.0464,0.944,1.66e-05,0.0951,0.282,137.865,3U9WzMwu5kpby0r4200j7J,128933
239,0.629,0.53,-9.943,0.0556,0.713,0.0274,0.412,0.78,99.806,6Ck8Lq4srTWQP1PXZ9P8aZ,67580
240,0.487,0.341,-13.579,0.0293,0.469,1.21e-05,0.304,0.246,129.891,2yw4CEBlHQCvmoDQmcAavS,210920
241,0.81,0.671,-6.258,0.155,0.00967,0.00141,0.0847,0.908,149.136,15ZHVN6UM0nhni80VdZbec,225200
242,0.852,0.82,-5.541,0.065,0.0543,0.0194,0.202,0.601,107.981,1E2PoZuAm8OVEyIzT2SAvD,282227
243,0.446,0.601,-7.604,0.0276,0.164,9.65e-06,0.166,0.735,108.464,4CZrDF50zES5KDHmZbX2BG,197440
244,0.568,0.929,-1.762,0.045,0.0282,0.000202,0.216,0.791,137.213,6uc1EOKiQ1FocTLtLHasCh,213614
245,0.59,0.384,-10.448,0.0283,0.34,7.79e-06,0.14,0.27,112.61,1AKnH7h66lPnPOAVz4mhsb,322200
246,0.44,0.701,-7.69,0.0327,0.00142,0.00715,0.075,0.489,110.641,6yXoCR2tdhuqClB4HyxzOq,211813
247,0.393,0.908,-7.646,0.0413,0.00526,0.0,0.963,0.463,108.977,3Dm4bpRoGKlmfd98Qp7cVK,253293
248,0.832,0.549,-10.173,0.0528,0.106,0.00695,0.364,0.926,129.997,4mBWeIhP0oa26XwKMyXbgU,257693
249,0.472,0.912,-8.962,0.0333,0.00803,0.798,0.208,0.84,137.554,4Fuec6zT2jrOaxBCRCd16Q,195533
250,0.394,0.934,-5.922,0.183,0.00738,0.955,0.0832,0.115,152.888,2K79Ybrd3mdwUlvYWHLUsI,227453
251,0.535,0.8,-9.876,0.0475,0.00648,0.000404,0.103,0.521,127.591,0zaRJDgqJhU3F0kqrCCa4Y,201933
252,0.465,0.735,-3.715,0.117,0.0711,0.0,0.0975,0.409,173.935,19a3JfW8BQwqHWUMbcqSx8,196040
253,0.901,0.31,-14.065,0.0469,0.991,0.0644,0.107,0.685,119.427,30xxEYngnGxJebkhUixCyL,180291
254,0.295,0.308,-15.332,0.041,0.0315,0.785,0.0906,0.0392,117.932,5I5XfaTmAxWlJzg8Eynjby,253029
255,0.364,0.972,-6.531,0.111,1.26e-05,0.199,0.186,0.344,100.913,4nDCFDeQStssyhZQxZ4V87,212160
256,0.826,0.548,-8.121,0.0854,0.105,0.644,0.177,0.964,163.946,7mG5AJBDBi64T4HdRaNO8Q,190493
257,0.75,0.464,-8.161,0.189,0.00276,0.0,0.315,0.371,76.975,6IfKH2aiCYaMMtIMMhZ2J4,261587
258,0.75,0.472,-9.705,0.042,0.272,0.0,0.263,0.881,120.505,6Ezrvk64WB6scceSL3lDjp,222387
259,0.514,0.725,-5.66,0.156,0.259,0.0,0.0821,0.617,85.11,6uNeP5JrTStP4KSXrFxuMN,212093
260,0.289,0.701,-9.8,0.0372,0.000105,0.567,0.219,0.687,114.173,1MaHBd3XxjeYxv054gRNgA,140947
261,0.334,0.183,-11.197,0.0369,0.416,0.64,0.0847,0.168,91.668,48PkrDxRgOLNf1eCgpAMA4,317293
262,0.724,0.438,-14.098,0.104,0.628,0.787,0.0949,0.62,153.91,4bIyJfOxF9VQywkBwz6R6B,310462
263,0.521,0.202,-14.784,0.0504,0.995,0.761,0.107,0.707,130.995,1TXMpglCIjIanrLWPVnRM0,190573
264,0.352,0.91,-5.846,0.0934,0.00037,0.174,0.0968,0.0536,104.869,3PXiaxuWezNPoy2cfjMEsU,197533
265,0.587,0.75,-12.381,0.214,0.243,0.0,0.595,0.721,152.044,0y1WBBASLlDZRvmhqxQ689,453373
266,0.797,0.893,-4.812,0.0566,0.0188,0.00629,0.0437,0.483,108.015,1IgnGtOPQBito1zpIasn8J,182893
267,0.464,0.389,-10.046,0.0277,0.155,2.48e-06,0.235,0.197,72.833,3FmbcnN5g3tesLmBcoL9oM,282933
268,0.623,0.939,-9.484,0.039,0.0282,1.69e-05,0.328,0.866,117.153,3QqKO7qdNPucJ1MA93icWi,200160
269,0.647,0.814,-16.493,0.941,0.81,0.0,0.445,0.0787,140.685,3ZVw1HR1QAQoKBygbhG4CE,120303
270,0.377,0.371,-13.507,0.0434,0.708,0.75,0.982,0.32,81.364,1th3z3NBbhXJeuHHkbSEoa,306640
271,0.724,0.687,-7.026,0.111,0.627,0.0,0.362,0.687,108.016,0y8WAMKxweJOoXRVLurvMa,228853
272,0.646,0.719,-7.192,0.0685,0.159,0.000432,0.0758,0.71,160.008,3Wwd0W89C56cCRilh8HFNs,216947
273,0.278,0.127,-17.563,0.0369,0.927,0.839,0.139,0.13,111.634,6LSw1R9XtBVM1HpLFvOXNq,487027
274,0.698,0.919,-4.188,0.099,0.0284,0.0,0.152,0.945,127.03,0rRMe1LBFoq5TjmT1Jye2D,205547
275,0.395,0.00913,-29.864,0.0431,0.985,0.808,0.0829,0.141,52.399,3VZqBbwx4HrqJOEAhQhlen,148440
276,0.631,0.907,-3.517,0.0867,0.127,0.0,0.167,0.838,180.093,5R6nhJJnn2MhllmUq6ix08,183173
277,0.602,0.926,-4.939,0.0356,0.379,0.0,0.323,0.942,112.069,6hbzUZuS2MLhG1FXd7nWTh,249693
278,0.389,0.904,-8.222,0.0538,3.86e-05,0.845,0.103,0.329,152.439,5Ju0WwHCybw3LMcm0o7nr8,278853
279,0.354,0.212,-16.796,0.0354,0.946,0.000805,0.0855,0.301,106.736,1rJEmIZXzkpbDexZT0MLWi,706267
280,0.548,0.617,-7.093,0.0283,0.0846,5.09e-05,0.113,0.339,76.371,6X5vEOyXsJjdxw270Cg6jo,272587
281,0.6,0.732,-5.772,0.0346,0.0482,0.0,0.0892,0.311,99.927,5SSOj3aJM1Vfee50grKpdp,217440
282,0.658,0.538,-6.629,0.171,0.0197,0.0,0.129,0.599,78.205,3JOpP1TkFbsGoZKnJY4pfJ,209360
283,0.881,0.927,-6.987,0.0735,0.0823,0.00144,0.0688,0.906,115.923,12D8n8IrpvD6QvbeCXvjEV,259293
284,0.812,0.411,-12.067,0.0309,0.144,0.0,0.111,0.734,119.919,0pMJlScAUALIfTfTA2oM4R,192693
285,0.792,0.326,-9.579,0.0326,0.838,0.0,0.184,0.567,113.024,0bq2oOxPfjCLo8F0iDVUKa,223467
286,0.394,0.531,-13.19,0.0867,0.136,0.00314,0.0899,0.694,179.928,4IXm8JoJ7Tk61xILzLcPhl,376587
287,0.691,0.326,-7.287,0.0363,0.149,0.0,0.0849,0.173,97.291,4FqtJ7rIKR9FfH492xUlcc,338320
288,0.553,0.642,-5.515,0.0359,0.072,0.0,0.106,0.318,153.87,5aiLBxPg3RMZhH25bXySmk,214133
289,0.507,0.586,-7.136,0.088,0.461,0.0,0.128,0.714,149.457,0VsEY4KImxFPv0y4v7YEq4,249120
290,0.68,0.889,-5.023,0.129,0.0703,0.000681,0.26,0.809,186.033,4xHvFAYopUt0NYRGOG5P4e,191547
291,0.324,0.439,-9.403,0.0452,0.79,0.471,0.232,0.0849,128.387,4j1bCouOJz4NwyxfbsMOTD,264334
292,0.531,0.691,-7.166,0.143,0.146,0.0,0.366,0.412,77.079,3MK63RHW4nfU1adU1U981M,369669
293,0.622,0.146,-23.678,0.063,0.922,0.21,0.248,0.869,101.395,4EH0zXwO5am3J90U9x50F1,150133
294,0.557,0.665,-6.19,0.0328,0.324,0.000281,0.0713,0.437,75.805,4qjqO5m5e5vebk9upd7xUU,218987
295,0.374,0.815,-4.132,0.0293,0.0087,0.0,0.124,0.385,92.906,28oPZqIeMSGCA9Kwc75j78,234133
296,0.465,0.96,-3.888,0.0792,0.00023,0.0,0.129,0.43,132.014,0z09OVa4ZNJ4oQydl9XolX,255773
297,0.524,0.856,-3.909,0.0455,0.0384,0.0,0.223,0.405,97.144,4ockRV1ncBh3YhV2loNJI7,241133
298,0.546,0.333,-10.558,0.0239,0.43,1.04e-05,0.143,0.139,93.788,6h7T3hmTUeQne7V3Fy6X8B,215493
299,0.443,0.806,-5.975,0.161,0.000463,0.0126,0.31,0.17,70.001,3To7BT8WuKnllbOYz8xxjT,251240
300,0.645,0.937,-5.934,0.0574,2.89e-05,0.595,0.119,0.291,139.929,7uoTZURInFvztQVPeAvjmT,216306
301,0.116,0.0222,-28.38,0.0406,0.897,0.887,0.114,0.0822,76.99,24iOWMhQCp3OY8x9dROG8P,225000
302,0.419,0.887,-6.122,0.0592,0.000185,0.0224,0.337,0.635,174.981,1vOQC8F6QoT8CIPBCbj0pu,237600
303,0.472,0.29,-10.238,0.0257,0.286,7.22e-05,0.287,0.0906,93.694,0b473Uea6kR3ULeY6EU6sB,377867
304,0.708,0.403,-9.266,0.0767,0.24,0.0,0.972,0.418,73.847,1EPHGhMqzQSLkTT73BLmik,147467
305,0.783,0.672,-7.925,0.34,0.0434,0.0,0.141,0.877,151.781,2mkV4angeBLZPTcYOSrjee,139279
306,0.416,0.883,-6.031,0.151,0.314,0.0,0.11,0.788,178.362,4O1Puh7SLuOQSDzdbkhcrl,179467
307,0.35,0.974,-9.55,0.133,0.00146,0.446,0.0378,0.119,98.354,46AtSShP5IL2Ls3uHpxmt8,202040
308,0.372,0.647,-10.053,0.0435,0.0483,0.00179,0.369,0.713,143.224,36b0X4HcqB58KlflKuC5kh,270907
309,0.762,0.504,-15.065,0.443,0.74,0.916,0.0947,0.875,132.233,05FyYGYD8Bb89QGA33U0sD,70200
310,0.577,0.829,-5.49,0.0768,0.077,0.0,0.376,0.721,178.112,6S0KbuEcKzD7XP5W3cUsLg,219467
311,0.367,0.835,-5.677,0.0572,0.109,6.59e-05,0.707,0.0751,105.638,3Kv85svvJIi0I3kx40eFiS,415613
312,0.798,0.546,-9.906,0.0629,0.0034,0.803,0.0374,0.921,129.458,5SwNWyKsp2KkQmTEYIsWCC,53359
313,0.289,0.12,-16.4,0.0354,0.919,0.886,0.105,0.053,72.977,5DYtiALPxlRiV0jCSFKxPV,298653
314,0.626,0.244,-18.002,0.0344,0.973,0.947,0.106,0.25,104.834,0nnCgznsN4NswL9XWoZRII,182200
315,0.549,0.921,-5.637,0.041,0.000113,1.15e-05,0.0511,0.825,144.019,3xeoIuSy2YTetIWnXVTQgY,170573
316,0.491,0.664,-7.305,0.029,0.168,0.0,0.093,0.302,137.987,0h8ox6T2skSh3eJb0QxrEl,326733
317,0.462,0.65,-10.19,0.0547,0.0616,0.293,0.192,0.525,118.196,5HDvQApGjUbbIMqRBeRm2e,281253
318,0.553,0.883,-4.47,0.0342,0.0374,5.56e-05,0.273,0.549,105.038,57bAN3vFzEEuT8ZgAXVqrN,210680
319,0.611,0.567,-6.665,0.0311,0.00255,7.1e-06,0.0996,0.689,118.777,4VBN3grcpeycK5m6I7jPN8,248667
320,0.623,0.557,-11.369,0.182,0.908,0.00673,0.107,0.819,142.725,76ztOYlnZKdoY0pDOA13Or,133692
321,0.801,0.819,-5.189,0.158,0.292,0.0,0.515,0.811,139.969,0O3TAouZE4vL9dM5SyxgvH,236280
322,0.374,0.888,-10.235,0.0801,0.126,0.0035,0.491,0.563,123.19,2N7v8esbKUg0wze2cugpIn,152440
323,0.534,0.871,-5.471,0.0428,0.00162,0.0,0.173,0.731,169.983,2JTd2Ixv6uchpq94pye9xe,148507
324,0.46,0.916,-2.299,0.0716,0.0143,0.00162,0.11,0.438,129.785,0HZ4o3GUBzdKq9dfbMN8D4,219867
325,0.44,0.723,-12.527,0.0432,0.154,0.782,0.412,0.659,108.444,46KWLunBvG7x9xxxG4Smqd,187107
326,0.473,0.879,-4.454,0.0436,5.57e-05,1.33e-05,0.0978,0.197,115.003,03jInOtVwApcacQN643qk5,231720
327,0.541,0.876,-3.794,0.162,0.0231,0.0,0.108,0.383,121.152,2yAyYrQvMjGDSrDPczlqaE,188213
328,0.594,0.636,-15.547,0.0289,0.636,0.00497,0.0726,0.851,99.828,6MUZ6RA0TMdIqaCAvLhmvw,209557
329,0.57,0.765,-7.067,0.399,0.177,0.0,0.381,0.751,116.719,2wtb9KyonbZLIqZ2QLzOQe,174472
330,0.55,0.987,-4.118,0.142,6.36e-05,0.0168,0.0853,0.363,120.482,1F1YTTcOlPAmqlnJp35kZi,192616
331,0.455,0.991,-5.842,0.124,0.0102,0.817,0.0703,0.148,144.908,4ZAuNpHeMIWNrBCPcCrzoq,302333
332,0.594,0.912,-5.311,0.044,0.00233,0.0,0.15,0.691,136.914,62EeAcrnNziLrUyxsjuqE2,147813
333,0.641,0.582,-6.554,0.0483,0.127,0.00632,0.354,0.725,181.039,6dU5RxthbuaN31bRbEDlNw,203773
334,0.329,0.823,-6.584,0.0937,0.091,0.0683,0.154,0.854,189.892,15q23v2bv33PKeFsuiWQA8,228267
335,0.278,0.462,-10.064,0.0323,0.162,0.0287,0.221,0.0842,103.99,1Ue0SSDdkVdJ9iKFpFN88P,387533
336,0.444,0.47,-6.897,0.0611,0.617,0.0,0.0861,0.164,89.945,0FV5UJ3aGray3oeNBpJ8oc,187241
337,0.237,0.201,-17.158,0.0402,0.913,0.856,0.0897,0.0504,122.634,3WRSnRMs24qMuM1BhzDLCp,822634
338,0.251,0.978,-2.752,0.0692,5.05e-05,0.000108,0.132,0.449,177.865,6A8vtcIKKK2btvjWKrzcMG,195133
339,0.559,0.464,-9.687,0.0272,0.55,0.0,0.107,0.351,98.354,7ebCto1KdVyXp3kl3kWVS8,194307
340,0.511,0.943,-4.276,0.0647,0.000151,2.44e-06,0.161,0.575,122.967,0yZPKwpGqeStYYjiRNTcPu,230840
341,0.221,0.236,-17.51,0.0456,0.933,0.803,0.0623,0.033,81.835,14ZvL9Wc06Rw6MMyZxJnIu,103931
342,0.703,0.623,-9.1,0.0789,0.000864,0.39,0.346,0.504,76.978,3Iy4IcU7m8sZjC7Ach0TX4,272303
343,0.661,0.889,-5.405,0.0283,0.444,1.36e-05,0.323,0.502,108.043,2yioQLSBkeKRCPHzN6SuoC,279187
344,0.335,0.68,-9.1,0.0343,0.153,0.00272,0.222,0.377,137.152,2G4F5Fc0DUFkkODwhWnbmt,292846
345,0.357,0.906,-4.08,0.0503,0.0365,0.0,0.0855,0.619,182.075,1yN8W3EJ4qsv1si289WC2X,212627
346,0.755,0.828,-4.494,0.0682,0.0599,0.0,0.0735,0.659,179.99,55LmWlUjASU4zHUF81DVqN,225160
347,0.708,0.167,-15.166,0.0724,0.942,0.0013,0.099,0.634,140.762,02Bd1JDYT9fRh3gldLRmE0,167733
348,0.53,0.837,-8.139,0.0538,0.00445,0.869,0.0839,0.907,191.925,6umTtwR4Dwm351xn7gAxRi,358795
349,0.566,0.778,-2.443,0.162,0.221,0.0,0.128,0.738,90.432,1Lmp6kR3JDpzrOW8LDhQHk,175344
350,0.558,0.978,-6.728,0.0475,0.119,0.0504,0.111,0.651,124.199,4PSnQLK4uSmFfuZYEcXNUp,326667
351,0.574,0.461,-7.648,0.0263,0.356,0.000538,0.15,0.149,151.92,3MLlEWkpAkc7yep6YKHKtN,250907
352,0.488,0.424,-14.79,0.143,0.252,0.927,0.107,0.527,143.739,0wJ1p4ZHAwZUzUl8BLCBmj,168267
353,0.111,0.0306,-23.118,0.0403,0.972,0.924,0.228,0.0374,79.186,5grzlt83cKal2JPOiGeeuv,947373
354,0.486,0.777,-5.459,0.0383,0.00326,0.409,0.0492,0.715,148.126,6rcQw43j6pINYKCEvDnFXD,177120
355,0.528,0.708,-5.051,0.162,0.138,0.0,0.134,0.627,84.744,0zzdXBwYgPZR88QZr86hWF,272573
356,0.699,0.7,-6.116,0.192,0.0256,0.0,0.135,0.619,180.225,2bRiRT5X7mK36UiKYUABp0,295973
357,0.4,0.906,-4.309,0.0691,0.0512,2.48e-05,0.876,0.125,132.01,4Gy1zs2M3k46oygnx97DUA,368960
358,0.427,0.553,-11.434,0.0405,0.344,0.000956,0.227,0.674,109.629,3QwDN08fGnGfRrsn5wLTej,240987
359,0.717,0.938,-8.936,0.0368,0.0183,0.913,0.0418,0.858,106.959,7HGPlEi1dw0mMvK3WGHnos,227387
360,0.83,0.546,-5.716,0.295,0.227,0.0,0.112,0.535,182.973,58QhkbaAkLFnn7JwAnAato,262494
361,0.618,0.972,-2.358,0.0935,0.0275,0.0156,0.05,0.641,136.036,09pvszBaqSLXDmH3MvVlGt,186600
362,0.0836,0.139,-23.671,0.04,0.976,0.91,0.118,0.0381,170.704,3wQ2UQa5qChUudGS1qXCfk,224173
363,0.515,0.502,-8.898,0.058,0.253,0.883,0.345,0.374,143.937,2y42MmBCfEhqIkFAJs0V8Z,129440
364,0.624,0.927,-7.156,0.0466,0.0623,0.0,0.101,0.693,139.934,7hiXoAlLgOGnt6LkE42DZy,141707
365,0.535,0.263,-16.768,0.0703,0.36,0.537,0.915,0.502,88.56,3vgh9JDOySubc19bPOucsa,299933
366,0.743,0.87,-2.188,0.212,0.0595,0.0,0.299,0.884,99.079,3wScL5W8H40zzCKN0atfBk,194184
367,0.386,0.96,-4.746,0.0496,3.06e-05,0.00145,0.243,0.809,169.0,4hWKjprJ1YqGz33BzycbeI,160027
368,0.62,0.807,-10.769,0.0536,0.339,0.0343,0.317,0.82,107.182,65QiQd4yytULgtiBL7b6ai,274773
369,0.202,0.414,-11.085,0.0333,0.268,0.00458,0.851,0.0988,101.504,6BAEDwFryXaDb3FigX8V56,285154
370,0.563,0.87,-4.412,0.0351,0.143,0.0,0.114,0.655,140.064,235yGFHw30yUPg1qdJFzRI,231773
371,0.575,0.35,-12.307,0.0364,0.982,0.0504,0.11,0.697,147.197,2b5xu9TnDqohQ6zEWxhluI,189653
372,0.218,0.52,-11.699,0.0789,0.911,0.124,0.953,0.158,168.096,2LuGHMgCV2LYpxMdial6O5,78333
373,0.762,0.895,-6.888,0.0552,0.00377,0.893,0.0512,0.222,126.997,0ZWjp0nCcLHztZIZgf1aSp,427106
374,0.519,0.952,-4.382,0.0544,0.0041,7.83e-05,0.383,0.573,154.981,3QGFCd9WImPKnvlnOoRErT,196773
375,0.849,0.79,-8.045,0.148,0.322,0.0,0.128,0.603,87.005,4UVDkvVId0sStwp8WaddFo,312067
376,0.252,0.979,-5.599,0.22,4.46e-05,0.00168,0.394,0.352,175.304,7r55mqBGmqS5uFd0RBK8tB,306387
377,0.144,0.995,-5.699,0.185,0.000146,0.405,0.364,0.0787,87.843,1ch9Iqm2hZAVCuFRseeW13,257733
378,0.76,0.797,-6.123,0.0628,0.000676,0.204,0.336,0.81,103.988,48QzxH0d7qfNgF0cICofWC,269693
379,0.675,0.444,-6.067,0.028,0.248,0.0,0.0531,0.356,125.884,1o6YK7phnXgsljfWSQQfWc,216373
380,0.886,0.914,-6.94,0.0402,0.00524,0.29,0.107,0.914,122.413,3bmgXJmStE1vrb3oXhOc3b,407803
381,0.268,0.998,-7.83,0.0824,0.000279,0.000859,0.234,0.0273,140.48,3xoa95UbJlFqgV3LuIJhYk,173973
382,0.612,0.656,-5.082,0.177,0.1,0.0,0.034,0.637,86.102,04NNpmfgTuvcpoQFKdUObA,214042
383,0.379,0.935,-3.546,0.0604,1.82e-05,0.0,0.064,0.469,179.902,1KSIcYQfxmOXOacCKyKzDf,205373
384,0.533,0.665,-5.632,0.0317,0.0813,1.86e-05,0.332,0.212,80.975,23wZ7ClwPgwBNkFvnTlMwk,223200
385,0.621,0.157,-14.444,0.115,0.992,0.0132,0.108,0.755,141.379,68UlEajaBErTiLxSuJMHjB,174907
386,0.642,0.502,-7.874,0.0407,0.0229,0.0,0.111,0.14,115.867,44Vd8QViicTs7FNScIvVaP,200187
387,0.923,0.34,-10.147,0.059,0.0274,0.0706,0.0923,0.408,120.016,4ncSJeacy235O8qz42fIfm,418351
388,0.71,0.914,-3.592,0.0749,0.0602,0.00377,0.165,0.742,125.039,0dlfcbC2ecv3RS94noopTd,244840
389,0.726,0.824,-5.011,0.345,0.584,1.14e-06,0.113,0.382,130.118,60Mq4EumvcSXznNugo9Op3,289587
390,0.735,0.648,-5.564,0.0485,0.0146,0.000109,0.159,0.75,145.992,1hEf4wVLmkoEmaT6UvEpUS,252747
391,0.318,0.949,-5.676,0.101,0.000805,0.00037,0.099,0.0812,124.169,4ld6P6gtyJwpb4BczIblBA,402720
392,0.604,0.448,-10.067,0.0515,0.94,0.000863,0.131,0.812,127.514,0OTBOaFpEfhV0Qypzwss0F,185267
393,0.156,0.0883,-17.914,0.0403,0.885,0.513,0.146,0.046,63.64,6D44jylYtVph0lr7yfNWT3,130443
394,0.575,0.49,-8.326,0.0332,0.436,0.000137,0.0903,0.232,78.105,4WXDCnovoaFYH6AQdgansC,193867
395,0.547,0.649,-5.039,0.0298,0.00793,0.0,0.201,0.361,114.019,2Jfsw01CDT5XetSFROs9v5,236520
396,0.637,0.831,-6.372,0.0298,0.223,0.402,0.114,0.533,90.008,6vkoFgpGHnQ9mwbZCY2yDh,224587
397,0.288,0.971,-5.586,0.0753,0.00137,0.0061,0.0905,0.171,132.365,3AQmSnKePd4DOCxiQxADd8,191067
398,0.831,0.522,-13.114,0.032,0.271,0.0286,0.0283,0.854,105.364,3jpcVaeyNjWgjqIxAiWasz,163960
399,0.38,0.738,-10.737,0.0539,0.0244,0.0229,0.432,0.369,77.464,7wRIOehAeJMt2l28GS5nas,347757
400,0.364,0.841,-6.606,0.0482,0.0293,0.0408,0.173,0.717,98.808,59On35IawOw3kdsUv6wiu6,343707
401,0.474,0.835,-5.146,0.076,0.161,0.0,0.109,0.873,190.05,73as6nDlbfxHMot61IbQoK,245156
402,0.585,0.809,-5.071,0.0329,0.447,1.2e-06,0.376,0.47,124.037,11uKHaUkOKisT2cvBnSo2l,266320
403,0.516,0.743,-8.47,0.0292,0.282,0.637,0.111,0.226,109.837,5tR13oIwi5J3elcTZPTTIU,226293
404,0.0619,0.033,-20.658,0.0366,0.954,0.955,0.0967,0.0374,67.903,5M9yb151Z9N6YmCuXVu4aO,509573
405,0.734,0.903,-3.315,0.0768,0.0721,0.0,0.0665,0.961,126.012,6MrrKe8ewhFykqBz1QDB8q,190997
406,0.598,0.956,-4.881,0.0461,0.114,0.00186,0.133,0.962,119.983,6Ia7d0tSNaFW6qC8q55Cuy,303627
407,0.353,0.988,-4.926,0.173,6.93e-05,0.733,0.365,0.142,132.363,4OvSvO06usPM1rdLgatW52,230120
408,0.545,0.988,-4.59,0.252,0.000119,0.00966,0.197,0.0786,101.504,3XhuGBxYID6w1KBNqHw81v,256124
409,0.664,0.84,-7.361,0.0534,0.0337,0.771,0.173,0.76,154.948,2LdS0xk7dXvuj3qVUvu042,319533
410,0.593,0.384,-10.609,0.0266,0.416,0.0,0.12,0.151,146.096,79Fdz2IcUMGzdcLWUvtELs,226227
411,0.746,0.644,-2.605,0.232,0.4,0.0,0.095,0.542,146.187,4E3qImtJzRqLt8ZZyLceOE,249751
412,0.447,0.966,-2.966,0.089,0.00349,0.000198,0.312,0.533,178.105,4LFBVDJV0xpayUvquQVzhS,224597
413,0.842,0.685,-7.522,0.0427,0.0428,3.51e-06,0.0323,0.893,106.776,6q0RIjBwlwPa6G3OxHR8C0,270733
414,0.744,0.577,-11.334,0.0573,0.21,0.824,0.344,0.545,122.666,71hkPmWoe0kCl4nljOyLRu,234632
415,0.609,0.518,-8.727,0.0381,0.212,0.0,0.145,0.342,74.013,2VIdXhAUazBUpNaekW7t11,332092
416,0.473,0.348,-11.1,0.0288,0.721,7.42e-05,0.0823,0.283,107.819,3IsWNivZZHYURT2kTIvBDU,215853
417,0.623,0.568,-5.664,0.144,0.0302,0.0,0.25,0.115,149.852,05r1GGg1Rhs0RcUg27C82a,242050
